2900.10412, 3,   0.059,  0.235, 10.179, 4,  -0.059,  0.061, -0.008, 5, -27.730,-39.250,-90.491, 82,  -0.080,  0.024,  0.180
2900.12429, 3,   0.118,  0.235, 10.375, 4,   0.011,  0.028, -0.006, 5, -28.600,-39.774,-90.660, 82,  -0.107,  0.009, -0.034
2900.14440, 3,   0.118,  0.275, 10.238, 4,   0.016,  0.002, -0.004, 5, -27.556,-38.725,-90.660, 82,  -0.043,  0.006,  0.156
2900.16457, 3,   0.098,  0.275, 10.317, 4,  -0.006,  0.060,  0.001, 5, -26.686,-39.948,-90.491, 82,  -0.036,  0.043,  0.018
2900.18471, 3,   0.059,  0.275, 10.179, 4,   0.019,  0.068, -0.002, 5, -28.426,-38.551,-89.471, 82,  -0.041,  0.040,  0.093
2900.20482, 3,   0.039,  0.294, 10.297, 4,   0.018,  0.028, -0.000, 5, -26.338,-39.598,-90.491, 82,  -0.068,  0.035, -0.042
2900.22500, 3,   0.059,  0.275, 10.258, 4,   0.006,  0.028,  0.001, 5, -27.382,-39.250,-90.831, 82,  -0.079,  0.051,  0.073
2900.24511, 3,   0.078,  0.255, 10.199, 4,   0.005,  0.011, -0.004, 5, -27.208,-39.075,-90.321, 82,  -0.053,  0.029,  0.032
2900.26525, 3,   0.098,  0.196, 10.258, 4,   0.005,  0.036, -0.005, 5, -27.556,-38.376,-90.660, 82,  -0.028,  0.008, -0.026
2900.28539, 3,   0.059,  0.235, 10.277, 4,   0.014,  0.051, -0.008, 5, -28.078,-38.551,-89.471, 82,   0.001, -0.051,  0.032
2900.30553, 3,   0.078,  0.275, 10.199, 4,   0.019,  0.089, -0.005, 5, -26.164,-38.028,-88.962, 82,  -0.023, -0.015,  0.050
2900.32567, 3,   0.098,  0.255, 10.238, 4,   0.021,  0.035, -0.002, 5, -25.989,-37.852,-89.471, 82,   0.009,  0.020, -0.028
2900.34585, 3,   0.000,  0.275, 10.160, 4,   0.005, -0.048, -0.002, 5, -27.904,-39.075,-89.302, 82,   0.026, -0.003,  0.011
2900.36599, 3,   0.059,  0.275, 10.473, 4,  -0.025, -0.050,  0.005, 5, -26.860,-39.424,-89.302, 82,  -0.079,  0.018, -0.065
2900.38659, 3,   0.118,  0.314, 10.297, 4,  -0.020, -0.098,  0.007, 5, -26.164,-39.424,-89.981, 82,  -0.034,  0.022,  0.241
2900.40624, 3,   0.177,  0.333, 10.160, 4,  -0.042,  0.014, -0.011, 5, -26.512,-38.376,-89.981, 82,   0.015,  0.066,  0.062
