 (153L, -0.0, 0.12, -0.0, 10.03, -3.25, 3.81, 5366.0),
 (154L, 0.03, -0.39, -0.0, -6.23, 0.98, -14.94, 5386.0),
 (155L, -0.01, -0.15, 0.01, 1.24, -2.29, -6.18, 5405.0),
 (156L, -0.0, 0.3, 0.03, 8.1, -0.04, 3.24, 5427.0),
 (157L, -0.01, 0.18, -0.01, 8.56, -0.94, 6.45, 5446.0),
 (158L, 0.03, -0.03, 0.0, 0.93, 2.45, -3.82, 5466.0),
 (159L, -0.0, -0.04, 0.02, -1.46, 3.18, 0.07, 5497.0),
 (160L, 0.01, 0.06, 0.01, 0.93, 3.01, -1.53, 5516.0),
 (161L, -0.02, -0.05, -0.02, -0.43, 3.4, 4.28, 5556.0),
 (162L, -0.01, 0.04, -0.02, -0.43, 3.1, -11.27, 5580.0),
 (163L, 0.03, 0.15, -0.01, 5.41, 3.46, 2.89, 5600.0),
 (164L, -0.01, -0.07, 0.01, -0.05, 3.59, -0.59, 5626.0),
 (165L, 0.03, 0.14, 0.0, 2.92, 2.9, -2.26, 5645.0),
 (166L, -0.03, 0.04, 0.03, 2.0, 2.29, -1.8, 5664.0),
 (167L, 0.01, -0.05, 0.02, 0.54, 1.85, -1.37, 5695.0),
 (168L, -0.01, -0.06, 0.01, -0.42, 2.58, -2.6, 5714.0),
 (169L, -0.0, 0.03, -0.0, -0.66, 2.37, 0.93, 5757.0),
 (170L, -0.0, 0.08, -0.01, -0.44, 2.18, 6.95, 5778.0),
 (171L, -0.02, -0.14, -0.01, -1.64, 0.51, -4.58, 5799.0),
 (172L, -0.01, 0.07, -0.03, 9.79, 4.84, -1.37, 5823.0),
 (173L, 0.0, -0.14, -0.01, -2.25, 1.19, 5.5, 5842.0),
 (174L, -0.05, 0.2, 0.0, 0.7, 1.97, 2.66, 5861.0),
 (175L, -0.02, -0.07, 0.0, -0.11, 0.8, -4.09, 5887.0),
 (176L, -0.02, -0.16, 0.02, -1.25, 0.18, -1.98, 5907.0),
 (177L, 0.01, 0.01, 0.02, 2.63, 2.39, -12.46, 5939.0),
 (178L, -0.0, 0.05, 0.01, 2.11, 2.43, -6.05, 5959.0),
 (179L, 0.04, -0.02, 0.02, 1.79, 2.69, 3.92, 5980.0),
 (180L, -0.03, -0.12, -0.01, 0.53, 0.75, -7.38, 5999.0),
 (181L, -0.0, 0.01, 0.01, 1.34, -0.32, -6.01, 6017.0),
 (182L, -0.01, 0.04, -0.0, 2.18, 0.62, -1.32, 6039.0),
 (183L, -0.01, 0.08, -0.01, 1.75, 1.42, 0.71, 6058.0),
 (184L, 0.01, 0.01, -0.05, 1.81, 1.47, -3.4, 6078.0),
 (185L, -0.0, 0.02, 0.0, 2.05, 2.32, -2.35, 6110.0),
 (186L, 0.0, 0.02, 0.01, 2.16, 2.37, -5.38, 6128.0),
 (187L, 0.01, 0.0, 0.01, 1.95, 1.41, -4.47, 6149.0),
 (188L, -0.0, -0.02, -0.02, 1.21, 2.35, -6.11, 6167.0),
 (189L, -0.01, 0.04, -0.02, 2.62, 2.79, -4.62, 6189.0),
 (190L, -0.01, 0.21, 0.0, 2.83, 1.08, -0.65, 6207.0),
 (191L, -0.0, -0.09, 0.01, 2.06, 1.33, -1.36, 6235.0),
 (192L, 0.02, 0.02, -0.02, 1.95, 1.08, -5.76, 6253.0),
 (193L, -0.02, -0.16, 0.04, 1.63, 2.15, -1.08, 6272.0),
 (194L, -0.0, -0.01, -0.01, 1.15, 3.61, 12.69, 6291.0),
 (195L, -0.08, -0.33, -0.02, 0.22, 2.98, 3.15, 6326.0),
 (196L, -0.03, 0.04, 0.01, 0.61, 1.56, 4.44, 6344.0),
 (197L, -0.01, 0.07, 0.06, 3.48, 1.44, 4.3, 6365.0),
 (198L, 0.05, 0.21, 0.07, 0.27, 0.95, 14.8, 6385.0),
 (199L, 0.02, -0.05, -0.02, 2.34, 2.31, 9.98, 6411.0),
 (200L, -0.03, -0.21, -0.04, 1.07, -0.57, -9.85, 6431.0),
 (201L, -0.02, 0.1, 0.0, 2.11, 1.06, 0.0, 6453.0),
 (202L, -0.05, 0.17, -0.03, 1.14, 1.03, 9.06, 6471.0),
 (203L, 0.02, -0.1, -0.02, 0.62, 0.02, -9.36, 6490.0),
 (204L, 0.01, 0.08, 0.01, -0.4, -2.66, -5.28, 6507.0),
 (205L, 0.02, -0.04, 0.01, 2.44, 0.8, 0.16, 6527.0),
 (206L, 0.01, 0.08, -0.01, 2.6, 0.69, -6.04, 6544.0),
 (207L, -0.0, -0.16, 0.01, 3.91, 2.2, 3.17, 6562.0),
 (208L, 0.02, 0.41, -0.03, 1.98, 0.56, 2.05, 6590.0),
 (209L, -0.01, 0.09, -0.01, 4.97, -0.34, -6.06, 6608.0),
 (210L, 0.01, 0.12, -0.02, 1.35, -0.01, 0.39, 6636.0),
 (211L, 0.0, -0.3, 0.02, 3.38, 3.34, 3.11, 6653.0),
 (212L, 0.04, 0.48, -0.01, 3.27, 1.48, 7.53, 6677.0),
 (213L, 0.0, -0.09, 0.05, -0.4, -0.5, 3.34, 6696.0),
 (214L, -0.03, -0.06, 0.01, 1.31, 0.33, 5.18, 6722.0),
 (215L, -0.01, -0.54, 0.03, 3.24, 1.33, -3.21, 6741.0),
 (216L, -0.01, 0.05, -0.03, 2.37, -1.01, -5.72, 6765.0),
 (217L, -0.02, 0.06, -0.0, 1.95, 1.76, 3.33, 6785.0),
 (218L, 0.01, -0.19, -0.01, 1.44, 0.21, -1.2, 6810.0),
 (219L, 0.02, -0.11, -0.0, 3.96, 0.82, 5.05, 6830.0),
 (220L, -0.03, 0.22, -0.04, 1.07, 0.42, -3.83, 6849.0),
 (221L, -0.0, 0.2, 0.08, 5.93, -1.61, -5.55, 6868.0),
 (222L, 0.01, -0.11, 0.06, 1.52, 0.98, 4.19, 6887.0),
 (223L, 0.01, 0.17, 0.02, -2.76, 2.91, 3.98, 6918.0),
 (224L, 0.04, -0.13, 0.0, -0.57, 3.11, -7.78, 6938.0),
 (225L, -0.05, -0.2, -0.05, 2.44, 4.28, 9.32, 6957.0),
 (226L, 0.04, 0.16, 0.03, -1.45, 0.67, 10.84, 6976.0),
 (227L, -0.01, 0.42, 0.06, 6.56, -1.07, -4.22, 6995.0),
 (228L, -0.01, -0.12, -0.06, 0.46, 2.63, -3.53, 7015.0),
 (229L, -0.0, 0.03, -0.03, -1.67, 0.38, -2.01, 7041.0),
 (230L, 0.02, -0.31, -0.01, 1.79, 2.4, 2.88, 7061.0),
 (231L, -0.02, 0.08, -0.01, 1.9, 1.79, -3.91, 7088.0),
 (232L, 0.02, 0.08, 0.01, -0.49, -0.02, -13.24, 7107.0),
 (233L, 0.04, -0.17, -0.02, 1.02, -1.44, -12.05, 7126.0),
 (234L, -0.03, -0.01, -0.03, 2.78, 0.04, -1.37, 7145.0),
 (235L, 0.02, -0.2, -0.0, -1.26, -0.97, 1.17, 7167.0),
 (236L, -0.02, 0.3, 0.0, 2.77, 0.28, -0.56, 7186.0),
 (237L, 0.02, -0.67, -0.01, 2.84, 0.47, -3.7, 7215.0),
 (238L, 0.01, -0.05, 0.01, 3.44, 1.98, 7.66, 7262.0),
 (239L, 0.03, -0.16, -0.02, 1.92, 1.76, -4.32, 7280.0),
 (240L, 0.09, -0.14, 0.02, 2.05, -0.5, 3.65, 7298.0),
 (241L, 0.01, 0.38, 0.03, 5.98, 1.22, 14.69, 7317.0),
 (242L, -0.02, 0.08, -0.01, 1.15, 1.95, -8.79, 7336.0),
 (243L, 0.03, 0.02, 0.0, -0.27, 0.06, -15.69, 7355.0),
 (244L, -0.0, 0.19, -0.02, 2.17, 0.69, -9.83, 7376.0),
 (245L, -0.04, -0.12, 0.0, 0.19, 1.16, -6.04, 7396.0),
 (246L, -0.0, 0.05, 0.02, 2.25, -0.2, -9.67, 7421.0),
 (247L, 0.0, 0.34, 0.03, 3.82, -1.35, -5.79, 7440.0),
 (248L, 0.01, -0.07, 0.01, 2.13, 0.69, -0.4, 7470.0),
 (249L, 0.02, -0.14, 0.0, 0.37, -0.02, 6.83, 7488.0),
 (250L, -0.02, 0.39, 0.02, 3.08, 0.53, 6.17, 7513.0),
 (251L, 0.02, 0.29, 0.02, 2.69, -0.46, 5.67, 7531.0),
 (252L, 0.0, -0.01, 0.01, 2.8, -0.63, 3.6, 7553.0),
 (253L, 0.03, -0.15, -0.01, 0.21, -0.05, -1.7, 7572.0),
 (254L, 0.02, -0.06, -0.03, -1.23, -0.94, 5.53, 7590.0),
 (255L, -0.01, 0.23, 0.03, 0.08, -0.66, -3.32, 7608.0),
 (256L, 0.01, -0.31, -0.03, -0.14, 0.85, -8.0, 7626.0),
 (257L, -0.05, -0.47, -0.0, 8.41, -0.53, 7.4, 7644.0),
 (258L, -0.01, 0.27, 0.01, 2.93, 0.92, 3.82, 7662.0),
 (259L, 0.01, -0.55, -0.02, -3.03, 1.47, -18.18, 7688.0),
 (260L, -0.02, 0.1, -0.0, 1.45, 0.55, 0.98, 7706.0),
 (261L, -0.03, -0.13, -0.01, 1.56, 2.94, -6.82, 7731.0),
 (262L, -0.04, -0.05, -0.01, 4.79, 4.25, 9.7, 7750.0),
 (263L, 0.0, -0.08, -0.02, 1.06, 0.82, -2.93, 7770.0),
 (264L, 0.0, 0.3, 0.01, 4.52, 0.78, 6.38, 7788.0),
 (265L, -0.01, 0.25, -0.01, 1.97, 0.53, 15.72, 7807.0),
 (266L, -0.0, 0.16, 0.0, 2.78, 0.26, 5.94, 7829.0),
 (267L, -0.0, 0.18, -0.07, 0.58, 1.8, -3.45, 7847.0),
 (268L, -0.01, 0.24, 0.01, -1.01, -0.85, -2.63, 7866.0),
 (269L, 0.0, -0.38, -0.0, 1.67, 0.08, -2.39, 7885.0),
 (270L, 0.0, 0.07, 0.01, -2.83, 2.82, 6.21, 7904.0),
 (271L, 0.01, -0.13, -0.01, 1.75, 1.02, -6.2, 7924.0),
 (272L, 0.02, 0.02, -0.03, 1.74, -0.34, -7.09, 7943.0),
 (273L, 0.02, -0.05, 0.03, -0.47, -0.54, -2.15, 7962.0),
 (274L, 0.01, 0.02, 0.02, 1.24, 0.66, 0.93, 7982.0),
 (275L, 0.01, 0.16, 0.01, 2.37, 1.22, -4.27, 8003.0),
 (276L, 0.0, -0.07, 0.0, 0.61, 2.15, -0.46, 8028.0),
 (277L, 0.0, -0.08, 0.01, 1.06, 1.54, -3.42, 8052.0),
 (278L, -0.01, -0.03, -0.0, 1.43, 1.28, -1.35, 8077.0),
 (279L, 0.0, -0.01, 0.01, 2.23, 1.63, -0.94, 8096.0),
 (280L, -0.0, -0.1, -0.01, 1.81, 2.26, 0.18, 8115.0),
 (281L, 0.01, 0.0, 0.01, 0.74, 1.92, -5.73, 8136.0),
 (282L, -0.0, 0.01, -0.01, 0.71, 2.98, 3.54, 8155.0),
 (283L, -0.03, -0.07, -0.02, 1.61, 1.81, -8.56, 8177.0),
 (284L, -0.0, -0.08, 0.01, -0.23, 2.73, 5.52, 8196.0),
 (285L, -0.01, -0.05, -0.01, 1.47, 2.14, -1.02, 8218.0),
 (286L, -0.01, -0.06, 0.0, 3.15, 1.39, 1.55, 8239.0),
 (287L, 0.01, 0.01, -0.0, 1.05, 0.48, -1.44, 8258.0),
 (288L, -0.03, -0.04, -0.03, 0.37, 0.51, -4.44, 8278.0),
 (289L, 0.0, 0.11, 0.01, -0.11, -0.42, 1.35, 8297.0),
 (290L, -0.01, 0.04, -0.01, 0.35, 0.26, 5.15, 8321.0),
 (291L, 0.01, 0.05, 0.01, 0.72, -0.58, -6.01, 8342.0),
 (292L, 0.0, -0.02, 0.01, -1.01, -0.64, -0.63, 8361.0),
 (293L, -0.0, -0.12, 0.0, 1.71, -1.89, -9.56, 8382.0),
 (294L, 0.01, -0.06, 0.01, 1.57, -1.46, -2.37, 8401.0),
 (295L, -0.0, 0.01, 0.01, 1.7, -1.9, -2.56, 8422.0),
 (296L, -0.0, 0.05, -0.0, 0.82, -1.0, -0.11, 8441.0),
 (297L, 0.03, 0.01, 0.01, 1.38, 0.08, 0.24, 8460.0),
 (298L, 0.01, -0.06, -0.03, -0.03, 1.21, 2.39, 8481.0),
 (299L, 0.01, -0.27, 0.01, 0.27, 0.44, -6.16, 8500.0),
 (300L, 0.02, 0.11, 0.02, 0.9, 0.85, -0.05, 8519.0),
 (301L, 0.01, 0.15, 0.0, 3.27, 0.34, 0.0, 8539.0),
 (302L, -0.01, -0.06, 0.01, -0.56, 1.67, -0.89, 8561.0),
 (303L, 0.01, 0.15, 0.05, 2.62, 1.64, -1.92, 8583.0),
 (304L, 0.01, 0.12, -0.01, 1.34, 4.56, 6.97, 8602.0),
 (305L, -0.0, -0.04, -0.01, -0.21, 2.17, -2.39, 8621.0),
 (306L, 0.02, 0.07, 0.03, 1.85, 1.75, -4.54, 8641.0),
 (307L, -0.0, -0.05, 0.0, -2.5, 3.42, 1.95, 8660.0),
 (308L, -0.02, 0.01, -0.01, -0.44, 2.86, 5.08, 8680.0),
 (309L, 0.0, -0.05, -0.06, -2.63, 2.45, 4.78, 8700.0),
 (310L, 0.02, 0.14, 0.02, 1.98, 0.63, -2.44, 8722.0),
 (311L, 0.0, 0.09, 0.01, 0.11, 1.87, -2.25, 8743.0),
 (312L, -0.02, 0.01, 0.0, 2.15, 2.24, -5.66, 8762.0),
 (313L, -0.04, -0.06, -0.0, -0.68, 4.11, -11.34, 8782.0),
 (314L, 0.07, 0.11, -0.03, 1.95, 1.7, 1.62, 8802.0),
 (315L, 0.0, 0.02, 0.02, 0.74, 3.77, -5.92, 8821.0),
 (316L, 0.03, 0.08, 0.04, -4.99, 3.21, -2.26, 8840.0),
 (317L, 0.04, 0.22, 0.06, 10.79, -1.27, 8.73, 8859.0),
 (318L, -0.01, -0.18, -0.01, 4.79, -0.23, -2.41, 8879.0),
 (319L, -0.03, -0.29, -0.04, 7.85, -2.06, -3.4, 8898.0),
 (320L, -0.02, -0.25, -0.03, 1.92, -0.2, -11.09, 8917.0),
 (321L, 0.0, 0.14, 0.02, 4.24, 0.69, 1.01, 8938.0),
 (322L, -0.01, -0.33, -0.05, -0.4, 1.6, -6.03, 8957.0),
 (323L, -0.02, 0.06, -0.08, 1.95, 2.71, 2.42, 9004.0),
 (324L, 0.02, 0.17, 0.02, -2.57, 0.46, -3.34, 9023.0),
 (325L, -0.04, -0.05, 0.0, 2.05, 0.62, 0.22, 9042.0),
 (326L, -0.01, 0.33, 0.02, -0.86, 0.53, -2.76, 9067.0),
 (327L, -0.01, -0.15, 0.01, 2.44, 0.95, -2.73, 9092.0),
 (328L, -0.0, -0.15, -0.0, 0.96, -0.29, -3.13, 9112.0),
 (329L, -0.0, -0.08, 0.01, 1.31, 0.87, -7.06, 9131.0),
 (330L, -0.03, -0.09, -0.03, 3.34, 3.27, -9.9, 9155.0),
 (331L, 0.01, 0.27, -0.01, 0.61, 1.93, -10.34, 9174.0),
 (332L, -0.02, 0.06, 0.0, 0.98, 1.53, -7.64, 9193.0),
 (333L, -0.0, -0.09, -0.02, 1.07, -0.04, -18.53, 9212.0),
